Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0005912	3	1	1	2	0	0	1	0	0	0	0	0	1	9
OG0005913	1	1	1	1	0	1	0	0	1	1	1	1	0	9
OG0005914	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005915	1	1	2	1	0	2	1	0	0	0	0	1	0	9
OG0005916	1	1	2	1	0	2	1	0	0	0	0	1	0	9
OG0005917	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005918	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005919	1	8	0	0	0	0	0	0	0	0	0	0	0	9
OG0005920	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005921	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005922	1	1	2	0	0	0	1	1	1	1	0	0	1	9
OG0005923	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005924	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005925	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005926	1	1	0	0	0	0	3	1	1	1	0	0	1	9
OG0005927	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005928	2	2	1	2	0	0	2	0	0	0	0	0	0	9
OG0005929	1	1	2	1	1	0	0	0	0	0	0	1	2	9
OG0005930	1	1	1	1	0	0	0	0	1	2	0	1	1	9
OG0005931	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005932	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005933	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005934	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005935	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005936	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005937	1	1	1	0	1	0	1	1	1	1	0	0	1	9
OG0005938	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005939	1	1	1	1	1	1	0	0	1	1	0	0	1	9
OG0005940	1	0	1	1	1	0	1	1	1	1	0	1	0	9
OG0005941	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005942	1	2	0	1	0	0	1	0	0	0	0	0	4	9
OG0005943	1	1	1	1	1	1	0	0	1	1	0	0	1	9
OG0005944	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005945	2	1	1	1	0	0	0	0	1	1	0	1	1	9
OG0005946	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005947	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005948	1	1	1	1	1	0	0	1	1	2	0	0	0	9
OG0005949	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005950	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005951	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005952	1	1	1	0	1	0	1	1	1	1	0	0	1	9
OG0005953	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005954	1	1	1	1	1	1	1	0	0	0	0	1	1	9
OG0005955	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005956	1	1	1	2	0	0	0	1	1	1	0	0	1	9
OG0005957	1	1	1	1	1	1	1	0	0	0	1	1	0	9
OG0005958	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005959	1	1	1	1	2	0	0	0	1	1	0	0	1	9
OG0005960	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005961	1	2	1	1	1	0	0	0	1	1	0	0	1	9
OG0005962	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005963	1	1	0	1	1	1	0	1	1	1	0	0	1	9
OG0005964	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005965	1	0	0	2	0	0	2	0	0	0	0	1	3	9
OG0005966	1	1	1	1	0	1	0	0	1	1	0	1	1	9
OG0005967	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005968	1	1	0	1	1	0	0	1	1	2	0	0	1	9
OG0005969	2	2	1	0	0	0	0	1	1	1	0	0	1	9
OG0005970	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005971	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005972	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005973	1	6	1	1	0	0	0	0	0	0	0	0	0	9
OG0005974	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0005975	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0005976	2	1	0	1	0	0	3	0	1	1	0	0	0	9
OG0005977	1	1	1	0	1	0	1	1	1	1	0	0	1	9
OG0005978	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005979	1	1	1	1	0	1	0	0	1	1	1	1	0	9
OG0005980	1	1	1	1	1	0	0	1	1	0	0	1	1	9
OG0005981	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005982	1	1	1	1	1	2	1	0	0	0	0	0	1	9
OG0005983	1	3	2	1	0	0	0	0	2	0	0	0	0	9
OG0005984	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005985	1	1	1	1	1	0	0	1	0	0	0	2	1	9
OG0005986	1	1	0	1	0	2	1	0	1	1	0	0	1	9
OG0005987	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005988	1	1	1	5	0	0	0	0	0	0	0	0	1	9
OG0005989	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005990	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005991	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005992	9	0	0	0	0	0	0	0	0	0	0	0	0	9
OG0005993	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005994	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005995	1	1	1	1	0	1	1	0	1	1	0	0	1	9
OG0005996	1	2	0	1	0	0	2	0	1	1	0	0	1	9
OG0005997	1	1	1	0	1	0	1	1	1	1	0	0	1	9
OG0005998	1	1	1	1	1	2	1	0	0	0	0	0	1	9
OG0005999	1	1	0	2	0	0	3	0	0	0	0	0	2	9
OG0006000	1	1	0	1	1	0	0	1	1	1	1	0	1	9
OG0006001	3	1	1	1	1	1	0	0	0	0	0	0	1	9
OG0006002	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006003	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0006004	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0006005	1	1	0	0	1	2	0	1	1	1	0	1	0	9
OG0006006	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006007	1	1	1	1	1	1	1	0	0	0	0	1	1	9
OG0006008	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0006009	1	1	0	2	0	0	2	0	0	0	0	0	3	9
OG0006010	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0006011	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0006012	1	1	1	1	1	0	2	0	1	1	0	0	0	9
OG0006013	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006014	1	1	1	1	1	0	0	1	1	1	0	1	0	9
OG0006015	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006016	1	1	1	1	1	1	0	0	1	1	0	0	1	9
OG0006017	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0006018	1	1	1	1	0	0	1	1	1	0	1	0	1	9
OG0006019	1	0	1	1	0	0	2	1	1	1	0	1	0	9
OG0006020	1	1	1	1	1	0	1	0	1	1	0	1	0	9
OG0006021	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006022	1	1	1	0	1	1	0	0	1	1	0	1	1	9
OG0006023	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006024	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0006025	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006026	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0006027	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006028	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0006029	1	2	0	2	0	0	0	0	0	0	0	0	4	9
OG0006030	1	1	0	1	1	0	0	1	1	1	0	1	1	9
OG0006031	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006032	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006033	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006034	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006035	1	1	1	1	0	0	1	0	1	1	0	2	0	9
OG0006036	1	2	0	0	0	4	0	0	0	0	0	0	2	9
OG0006037	1	1	2	0	0	0	1	1	1	1	0	1	0	9
OG0006038	1	2	1	1	0	0	1	0	1	1	0	0	1	9
OG0006039	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0006040	1	1	1	1	0	0	0	2	1	1	0	0	1	9
OG0006041	1	0	0	0	7	0	0	0	0	1	0	0	0	9
OG0006042	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0006043	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0006044	1	2	1	1	1	0	0	0	1	1	0	0	1	9
OG0006045	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006046	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006047	0	1	1	0	1	0	1	1	1	2	0	0	1	9
OG0006048	0	9	0	0	0	0	0	0	0	0	0	0	0	9
OG0006049	0	2	1	1	0	0	1	1	1	1	0	0	1	9
OG0006050	0	1	1	0	0	1	1	1	1	1	1	1	0	9
OG0006051	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006052	0	9	0	0	0	0	0	0	0	0	0	0	0	9
OG0006053	0	1	0	2	0	0	4	0	0	0	0	0	2	9
OG0006054	0	1	2	1	2	1	0	0	0	0	0	1	1	9
OG0006055	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006056	0	2	0	2	0	0	0	0	0	0	0	3	2	9
OG0006057	0	1	1	1	1	1	1	0	1	1	0	0	1	9
OG0006058	0	3	0	1	0	0	0	0	0	0	0	0	5	9
OG0006059	0	9	0	0	0	0	0	0	0	0	0	0	0	9
OG0006060	0	1	1	1	0	0	1	1	1	1	1	0	1	9
OG0006061	0	1	0	1	1	0	1	1	1	1	0	1	1	9
OG0006062	0	1	1	0	1	2	0	1	1	1	0	0	1	9
OG0006063	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006064	0	2	1	3	0	0	1	0	0	0	0	1	1	9
OG0006065	0	1	1	2	1	0	1	0	1	1	0	0	1	9
OG0006066	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006067	0	1	1	1	1	0	1	0	1	1	0	1	1	9
OG0006068	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006069	0	1	1	1	0	0	1	1	1	2	0	0	1	9
OG0006070	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006071	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006072	0	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0006073	0	7	0	2	0	0	0	0	0	0	0	0	0	9
OG0006074	0	1	1	2	0	0	1	0	0	0	1	1	2	9
OG0006075	0	2	0	0	0	0	4	0	0	0	0	0	3	9
OG0006076	0	2	2	1	0	0	0	1	1	1	0	0	1	9
OG0006077	0	1	1	1	0	0	1	1	2	1	0	0	1	9
OG0006078	0	2	0	0	0	0	0	0	0	0	0	7	0	9
OG0006079	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006080	0	2	1	1	1	0	0	1	1	0	0	1	1	9
OG0006081	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006082	0	1	1	1	0	0	2	0	2	1	0	0	1	9
OG0006083	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006084	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006085	0	2	1	1	0	0	1	0	1	0	0	1	2	9
OG0006086	0	7	0	1	0	0	1	0	0	0	0	0	0	9
OG0006087	0	1	1	1	1	0	0	1	1	1	1	1	0	9
OG0006088	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006089	0	1	1	0	0	0	0	2	0	0	0	3	2	9
OG0006090	0	2	1	2	1	0	0	1	1	0	0	0	1	9
OG0006091	0	1	1	1	0	1	0	1	1	1	0	1	1	9
OG0006092	0	8	0	0	0	0	0	0	0	0	0	0	1	9
OG0006093	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006094	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006095	0	1	2	2	0	0	0	1	1	1	0	0	1	9
OG0006096	0	2	1	1	0	0	0	1	1	2	0	0	1	9
OG0006097	0	1	2	1	0	0	1	1	1	1	0	0	1	9
OG0006098	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006099	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006100	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006101	0	1	1	1	2	1	0	0	1	1	0	0	1	9
OG0006102	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006103	0	1	1	1	1	1	0	0	1	1	1	0	1	9
OG0006104	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006105	0	1	2	1	0	0	1	1	1	1	0	0	1	9
OG0006106	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006107	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006108	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006109	0	1	1	1	1	2	0	0	1	1	0	0	1	9
OG0006110	0	1	1	1	0	4	0	0	0	0	0	1	1	9
OG0006111	0	1	0	0	0	0	8	0	0	0	0	0	0	9
OG0006112	0	2	1	1	1	0	0	1	1	1	0	1	0	9
OG0006113	0	1	1	1	0	2	0	1	1	1	0	0	1	9
OG0006114	0	1	1	1	0	1	0	1	1	1	0	1	1	9
OG0006115	0	1	1	1	0	1	1	1	1	1	0	0	1	9
OG0006116	0	1	0	2	0	1	0	0	0	0	0	2	3	9
OG0006117	0	1	1	1	1	1	1	0	0	0	1	1	1	9
OG0006118	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006119	0	1	1	2	0	0	4	0	0	0	0	0	1	9
OG0006120	0	2	2	1	1	0	0	0	1	1	0	0	1	9
OG0006121	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006122	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006123	0	2	2	1	0	0	0	1	1	1	0	0	1	9
OG0006124	0	1	1	1	0	0	0	1	2	2	0	0	1	9
OG0006125	0	1	0	0	0	0	0	0	0	0	0	0	8	9
OG0006126	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006127	0	1	1	1	1	0	0	1	1	1	0	1	1	9
OG0006128	0	1	1	1	1	0	1	1	1	1	0	0	1	9
OG0006129	0	1	1	1	1	1	0	1	1	1	0	0	1	9
OG0006130	0	1	0	0	1	0	4	0	0	0	3	0	0	9
OG0006131	0	1	1	1	0	1	0	1	1	1	0	1	1	9
OG0006132	0	1	1	1	1	0	0	1	1	1	1	0	1	9
OG0006133	0	2	1	1	1	0	0	1	1	1	0	0	1	9
OG0006134	0	0	9	0	0	0	0	0	0	0	0	0	0	9
OG0006135	0	0	1	0	0	0	0	0	5	3	0	0	0	9
OG0006136	0	0	1	2	0	0	1	1	1	1	0	1	1	9
OG0006137	0	0	6	0	0	0	0	0	0	0	0	0	3	9
OG0006138	0	0	1	0	2	0	0	1	1	1	0	0	3	9
OG0006139	0	0	1	1	1	1	0	1	1	2	0	0	1	9
OG0006140	0	0	1	1	1	1	0	1	0	1	2	0	1	9
OG0006141	0	0	5	0	1	0	0	0	1	1	0	0	1	9
OG0006142	0	0	1	2	0	0	1	0	1	1	0	1	2	9
OG0006143	0	0	1	1	1	0	1	1	0	1	1	1	1	9
OG0006144	0	0	1	0	0	0	1	0	0	0	0	0	7	9
OG0006145	0	0	2	0	0	0	0	1	3	2	0	0	1	9
OG0006146	0	0	1	2	1	1	0	1	1	1	0	1	0	9
OG0006147	0	0	1	1	0	0	7	0	0	0	0	0	0	9
OG0006148	0	0	0	9	0	0	0	0	0	0	0	0	0	9
OG0006149	0	0	0	0	9	0	0	0	0	0	0	0	0	9
OG0006150	0	0	0	0	9	0	0	0	0	0	0	0	0	9
OG0006151	0	0	0	0	0	8	0	0	0	0	0	1	0	9
OG0006152	0	0	0	0	0	9	0	0	0	0	0	0	0	9
OG0006153	0	0	0	0	0	9	0	0	0	0	0	0	0	9
OG0006154	0	0	0	0	0	4	0	0	0	0	0	5	0	9
OG0006155	0	0	0	0	0	9	0	0	0	0	0	0	0	9
OG0006156	0	0	0	0	0	8	0	0	0	0	0	1	0	9
OG0006157	0	0	0	0	0	9	0	0	0	0	0	0	0	9
OG0006158	0	0	0	0	0	9	0	0	0	0	0	0	0	9
OG0006159	0	0	0	0	0	5	0	0	0	0	0	3	1	9
OG0006160	0	0	0	0	0	1	1	0	0	0	1	6	0	9
OG0006161	0	0	0	0	0	0	6	0	0	0	0	0	3	9
OG0006162	0	0	0	0	0	0	0	9	0	0	0	0	0	9
OG0006163	0	0	0	0	0	0	0	1	4	4	0	0	0	9
OG0006164	0	0	0	0	0	0	0	1	4	4	0	0	0	9
OG0006165	0	0	0	0	0	0	0	9	0	0	0	0	0	9
OG0006166	0	0	0	0	0	0	0	0	0	0	1	8	0	9
OG0006167	0	0	0	0	0	0	0	0	0	0	0	9	0	9
OG0006168	0	0	0	0	0	0	0	0	0	0	0	9	0	9
OG0006169	0	0	0	0	0	0	0	0	0	0	0	0	9	9
OG0006170	0	0	0	0	0	0	0	0	0	0	0	0	9	9
OG0006171	4	1	0	0	0	0	0	0	0	0	0	3	0	8
OG0006172	1	1	1	1	0	2	0	0	0	0	0	1	1	8
OG0006173	8	0	0	0	0	0	0	0	0	0	0	0	0	8
OG0006174	1	1	1	1	1	0	1	1	0	0	0	1	0	8
OG0006175	1	1	1	1	1	0	0	1	1	1	0	0	0	8
OG0006176	1	1	1	1	1	0	3	0	0	0	0	0	0	8
OG0006177	2	1	0	1	0	0	0	1	1	1	0	0	1	8
OG0006178	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006179	1	4	0	0	0	1	1	0	0	0	0	0	1	8
OG0006180	1	2	1	0	0	0	1	0	1	1	0	0	1	8
OG0006181	1	5	0	2	0	0	0	0	0	0	0	0	0	8
OG0006182	8	0	0	0	0	0	0	0	0	0	0	0	0	8
OG0006183	2	1	0	1	0	0	0	0	0	0	0	3	1	8
OG0006184	1	1	1	0	0	0	1	1	1	1	0	0	1	8
OG0006185	2	1	1	1	1	0	0	0	0	0	1	0	1	8
OG0006186	2	1	0	1	0	0	1	0	0	0	0	0	3	8
OG0006187	4	1	0	0	0	0	0	0	0	0	0	3	0	8
OG0006188	5	3	0	0	0	0	0	0	0	0	0	0	0	8
OG0006189	4	3	1	0	0	0	0	0	0	0	0	0	0	8
OG0006190	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006191	1	0	0	0	7	0	0	0	0	0	0	0	0	8
OG0006192	8	0	0	0	0	0	0	0	0	0	0	0	0	8
OG0006193	1	1	2	1	0	0	0	0	0	0	0	2	1	8
OG0006194	3	2	1	0	0	0	1	0	0	0	0	0	1	8
OG0006195	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006196	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006197	1	4	1	0	0	0	0	0	0	0	0	1	1	8
OG0006198	1	1	1	1	0	2	1	0	0	0	0	0	1	8
OG0006199	1	1	1	1	1	1	0	0	0	0	0	1	1	8
OG0006200	6	0	0	0	0	0	2	0	0	0	0	0	0	8
OG0006201	1	3	0	0	0	3	0	0	0	0	0	1	0	8
OG0006202	1	1	0	1	1	0	1	0	1	1	0	0	1	8
OG0006203	1	1	0	1	0	0	1	1	1	1	0	0	1	8
OG0006204	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006205	8	0	0	0	0	0	0	0	0	0	0	0	0	8
OG0006206	1	1	1	1	2	0	1	0	1	0	0	0	0	8
OG0006207	1	0	1	1	1	0	1	0	1	0	1	0	1	8
OG0006208	1	1	1	1	0	2	0	0	1	0	0	0	1	8
OG0006209	2	4	0	1	0	0	0	0	0	0	0	0	1	8
OG0006210	1	1	1	1	0	1	1	0	0	0	0	1	1	8
OG0006211	2	2	1	3	0	0	0	0	0	0	0	0	0	8
OG0006212	1	2	0	0	0	0	4	0	0	0	1	0	0	8
OG0006213	2	0	1	0	0	0	1	1	1	1	0	0	1	8
OG0006214	1	1	3	1	1	0	0	0	0	0	0	0	1	8
OG0006215	1	1	1	1	1	0	0	1	1	0	0	0	1	8
OG0006216	1	1	1	0	1	0	0	1	1	1	0	0	1	8
OG0006217	1	0	1	1	0	0	0	1	1	1	0	1	1	8
OG0006218	1	1	2	1	0	0	1	1	0	0	0	0	1	8
OG0006219	1	1	0	1	0	0	1	0	0	0	0	0	4	8
OG0006220	5	1	2	0	0	0	0	0	0	0	0	0	0	8
OG0006221	2	1	1	1	0	0	1	0	0	0	0	1	1	8
OG0006222	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006223	1	1	1	1	1	1	1	0	0	0	0	0	1	8
OG0006224	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006225	1	1	2	2	1	0	0	0	0	0	0	1	0	8
OG0006226	1	1	1	1	0	0	1	0	1	1	0	1	0	8
OG0006227	1	1	1	1	0	1	1	0	0	0	0	1	1	8
OG0006228	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006229	1	2	1	1	0	0	1	1	0	0	0	0	1	8
OG0006230	8	0	0	0	0	0	0	0	0	0	0	0	0	8
OG0006231	2	0	1	2	0	0	2	0	0	0	0	0	1	8
OG0006232	1	1	1	1	2	0	0	0	0	0	0	1	1	8
OG0006233	1	1	0	1	0	0	1	0	1	1	0	0	2	8
OG0006234	1	2	1	0	0	1	0	0	1	1	0	1	0	8
OG0006235	1	1	1	1	0	0	1	1	1	0	0	0	1	8
OG0006236	1	0	6	0	1	0	0	0	0	0	0	0	0	8
OG0006237	3	0	1	2	1	0	1	0	0	0	0	0	0	8
OG0006238	2	2	1	0	0	0	0	1	1	1	0	0	0	8
OG0006239	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006240	1	1	1	0	1	0	0	1	1	1	0	1	0	8
OG0006241	1	1	0	1	1	0	1	0	0	0	0	1	2	8
OG0006242	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006243	2	3	0	0	0	0	1	0	0	0	0	0	2	8
OG0006244	1	2	1	1	0	0	1	0	0	0	0	1	1	8
OG0006245	1	1	0	1	1	0	0	1	1	1	0	0	1	8
OG0006246	1	2	0	0	1	0	0	1	1	1	0	0	1	8
OG0006247	1	1	0	1	1	0	1	1	1	0	0	0	1	8
OG0006248	1	2	2	0	1	0	0	0	0	0	0	0	2	8
OG0006249	1	1	1	1	0	1	0	0	1	1	0	1	0	8
OG0006250	1	1	1	1	1	0	1	0	1	0	0	0	1	8
OG0006251	1	1	1	1	1	0	0	1	1	1	0	0	0	8
OG0006252	1	1	1	1	0	0	1	0	0	0	0	0	3	8
OG0006253	1	1	1	1	0	1	0	1	1	1	0	0	0	8
OG0006254	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006255	1	1	0	1	0	0	1	1	1	1	0	0	1	8
OG0006256	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006257	1	3	1	2	0	0	1	0	0	0	0	0	0	8
OG0006258	1	1	1	1	0	0	1	0	1	1	0	0	1	8
OG0006259	1	1	0	0	2	0	0	2	1	0	0	0	1	8
OG0006260	1	1	1	2	0	0	1	0	1	1	0	0	0	8
OG0006261	1	1	1	1	1	0	1	0	1	1	0	0	0	8
OG0006262	1	3	0	1	0	0	1	0	0	0	0	2	0	8
OG0006263	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006264	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006265	1	1	0	1	0	0	1	1	1	1	0	0	1	8
OG0006266	3	1	0	0	0	0	3	0	0	0	0	0	1	8
OG0006267	1	0	0	1	1	1	1	0	1	1	0	1	0	8
OG0006268	1	2	1	1	1	0	1	0	0	0	0	0	1	8
OG0006269	1	0	1	1	0	0	0	1	1	1	0	0	2	8
OG0006270	1	1	1	1	1	0	0	1	1	0	0	0	1	8
OG0006271	1	1	1	1	1	0	2	0	0	0	0	0	1	8
OG0006272	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006273	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006274	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006275	1	1	3	1	0	0	1	0	0	0	0	0	1	8
OG0006276	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006277	1	1	0	1	1	0	1	1	1	1	0	0	0	8
OG0006278	1	1	1	1	0	0	0	0	1	1	1	1	0	8
OG0006279	1	1	1	1	1	2	0	0	0	0	1	0	0	8
OG0006280	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006281	1	1	1	1	1	0	1	0	0	0	0	1	1	8
OG0006282	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006283	1	1	1	1	1	0	0	1	1	0	0	0	1	8
OG0006284	1	1	0	4	0	0	1	0	0	0	0	0	1	8
OG0006285	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006286	1	0	3	0	0	0	0	0	0	0	0	1	3	8
OG0006287	4	1	0	0	0	3	0	0	0	0	0	0	0	8
OG0006288	2	1	1	1	0	0	0	0	1	1	0	0	1	8
OG0006289	1	2	1	1	0	0	0	0	1	1	0	0	1	8
OG0006290	1	2	2	0	0	0	0	1	1	1	0	0	0	8
OG0006291	1	1	1	0	1	0	0	1	1	1	0	0	1	8
OG0006292	1	4	0	3	0	0	0	0	0	0	0	0	0	8
OG0006293	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006294	2	3	1	1	0	0	0	0	0	0	0	0	1	8
OG0006295	1	1	0	1	1	0	1	0	1	0	0	1	1	8
OG0006296	1	0	0	1	2	0	1	0	2	1	0	0	0	8
OG0006297	1	1	1	1	0	0	0	1	1	1	0	0	1	8
OG0006298	1	0	0	1	1	0	1	1	1	1	0	0	1	8
OG0006299	1	2	1	1	0	0	0	0	0	0	0	3	0	8
OG0006300	1	1	0	0	1	1	0	0	0	0	2	1	1	8
OG0006301	1	2	0	1	1	0	1	1	0	0	0	1	0	8
OG0006302	2	1	1	1	0	0	0	0	0	0	0	1	2	8
OG0006303	1	1	1	1	1	1	0	0	0	0	0	1	1	8
OG0006304	1	1	0	1	1	0	1	1	1	0	0	0	1	8
OG0006305	1	0	0	0	0	0	1	0	2	1	0	0	3	8
OG0006306	1	0	1	1	0	0	1	1	1	1	0	0	1	8
OG0006307	1	1	1	0	1	0	1	1	1	0	0	0	1	8
OG0006308	1	1	0	1	0	0	0	0	0	0	0	0	5	8
OG0006309	1	1	1	1	1	1	1	0	0	0	0	0	1	8
OG0006310	1	1	1	1	1	0	0	0	1	1	0	0	1	8
OG0006311	1	7	0	0	0	0	0	0	0	0	0	0	0	8
OG0006312	1	1	1	1	0	0	1	1	1	1	0	0	0	8
OG0006313	1	0	1	0	1	0	1	1	1	1	0	1	0	8
OG0006314	1	1	1	1	0	0	0	0	1	1	1	0	1	8
